Water [kg],Cement [kg],Sand [kg],CA [kg],smax [mm],SP [kg],Fiber type,ρf,Vf [%],df [mm],Lf [mm],fcy [MPa],w/c,s/a,a/c,Lf /df ,ρfLf /df ,Lf_df_ratio,rho_f_x_Lf_df,fiber_factor
185.0,308.3,743.9,1134.2,20.0,0.6166,Hooked,1.0,1.0,0.75,35.0,35.76,0.600064871878041,0.3960917948991,6.09179370742783,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667
185.0,308.3,753.9,1084.9,20.0,0.9249,Hooked,1.0,1.5,0.75,35.0,34.56,0.600064871878041,0.409995649336524,5.96432046707752,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,70.0
185.0,308.3,763.9,1035.7,20.0,1.8498,Hooked,1.0,2.0,0.75,35.0,37.76,0.600064871878041,0.424483218492998,5.83717158611742,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,93.3333333333333
185.0,308.3,733.9,1183.4,20.0,0.3083,Hooked,1.0,0.35,0.55,35.0,28.64,0.600064871878041,0.382777864705576,6.21894258838793,63.6363636363636,63.6363636363636,63.6363636363636,63.6363636363636,22.2727272727273
185.0,308.3,743.9,1134.2,20.0,0.6166,Hooked,1.0,0.5,0.55,35.0,33.76,0.600064871878041,0.3960917948991,6.09179370742783,63.6363636363636,63.6363636363636,63.6363636363636,63.6363636363636,31.8181818181818
185.0,308.3,763.9,1035.7,20.0,1.8498,Hooked,1.0,1.0,0.55,35.0,36.64,0.600064871878041,0.424483218492998,5.83717158611742,63.6363636363636,63.6363636363636,63.6363636363636,63.6363636363636,63.6363636363636
175.0,388.8,679.0,1208.1,20.0,1.1664,No fiber,0.0,0.0,0.0,0.0,38.44,0.450102880658436,0.359811350749828,4.85365226337449,0.0,0.0,0.0,0.0,0.0
175.0,388.8,688.7,1158.1,20.0,1.5552,Hooked,1.0,0.5,0.75,35.0,41.68,0.450102880658436,0.372915312973792,4.75,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,23.3333333333333
175.0,388.8,698.4,1109.1,20.0,1.7496,Hooked,1.0,1.0,0.75,35.0,45.84,0.450102880658436,0.386390041493776,4.64891975308642,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667
175.0,388.8,688.7,1158.1,20.0,1.5552,Hooked,1.0,0.5,0.55,35.0,42.96,0.450102880658436,0.372915312973792,4.75,63.6363636363636,63.6363636363636,63.6363636363636,63.6363636363636,31.8181818181818
175.0,388.8,698.4,1109.1,20.0,1.7496,Hooked,1.0,1.0,0.55,35.0,43.12,0.450102880658436,0.386390041493776,4.64891975308642,63.6363636363636,63.6363636363636,63.6363636363636,63.6363636363636,63.6363636363636
164.0,529.1,679.0,1207.1,20.0,3.1746,No fiber,0.0,0.0,0.0,0.0,50.24,0.30996030996031,0.360002120778326,3.56473256473256,0.0,0.0,0.0,0.0,0.0
164.0,529.1,639.3,1090.2,20.0,3.96825,Hooked,1.0,0.35,0.75,35.0,54.88,0.30996030996031,0.369644405897658,3.26875826875827,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,16.3333333333333
164.0,529.1,642.2,1075.5,20.0,3.96825,Hooked,1.0,0.5,0.75,35.0,51.52,0.30996030996031,0.373872038190604,3.24645624645625,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,23.3333333333333
164.0,529.1,651.9,1026.5,20.0,4.33862,Hooked,1.0,1.0,0.75,35.0,56.56,0.30996030996031,0.388405624404194,3.17217917217917,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667
164.0,529.1,639.3,1090.2,20.0,3.96825,Hooked,1.0,0.35,0.55,35.0,52.24,0.30996030996031,0.369644405897658,3.26875826875827,63.6363636363636,63.6363636363636,63.6363636363636,63.6363636363636,22.2727272727273
164.0,529.1,642.2,1075.5,20.0,3.96825,Hooked,1.0,0.5,0.55,35.0,52.56,0.30996030996031,0.373872038190604,3.24645624645625,63.6363636363636,63.6363636363636,63.6363636363636,63.6363636363636,31.8181818181818
164.0,529.1,651.9,1026.5,20.0,4.33862,Hooked,1.0,1.0,0.55,35.0,57.52,0.30996030996031,0.388405624404194,3.17217917217917,63.6363636363636,63.6363636363636,63.6363636363636,63.6363636363636,63.6363636363636
164.0,529.1,661.6,977.5,20.0,4.7619,Hooked,1.0,1.5,0.55,35.0,56.24,0.30996030996031,0.403636141785126,3.0979020979021,63.6363636363636,63.6363636363636,63.6363636363636,63.6363636363636,95.4545454545455
164.0,529.1,671.3,928.6,20.0,5.8201,Hooked,1.0,2.0,0.55,35.0,65.44,0.30996030996031,0.419588724295268,3.02381402381402,63.6363636363636,63.6363636363636,63.6363636363636,63.6363636363636,127.272727272727
195.0,336.0,750.0,1145.0,10.0,0.0,No fiber,0.0,0.0,0.0,0.0,25.84,0.580357142857143,0.395778364116095,5.63988095238095,0.0,0.0,0.0,0.0,0.0
195.0,336.0,750.0,1145.0,20.0,0.0,No fiber,0.0,0.0,0.0,0.0,26.96,0.580357142857143,0.395778364116095,5.63988095238095,0.0,0.0,0.0,0.0,0.0
195.0,336.0,750.0,1145.0,30.0,0.0,No fiber,0.0,0.0,0.0,0.0,28.56,0.580357142857143,0.395778364116095,5.63988095238095,0.0,0.0,0.0,0.0,0.0
195.0,336.0,750.0,1145.0,40.0,0.0,No fiber,0.0,0.0,0.0,0.0,26.8,0.580357142857143,0.395778364116095,5.63988095238095,0.0,0.0,0.0,0.0,0.0
195.0,336.0,750.0,1145.0,10.0,0.0,Hooked,1.0,1.0,0.75,30.0,28.24,0.580357142857143,0.395778364116095,5.63988095238095,40.0,40.0,40.0,40.0,40.0
195.0,336.0,750.0,1145.0,10.0,0.0,Hooked,1.0,1.0,0.75,40.0,28.56,0.580357142857143,0.395778364116095,5.63988095238095,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333
195.0,336.0,750.0,1145.0,20.0,0.0,Hooked,1.0,1.0,0.75,30.0,33.52,0.580357142857143,0.395778364116095,5.63988095238095,40.0,40.0,40.0,40.0,40.0
195.0,336.0,750.0,1145.0,20.0,0.0,Hooked,1.0,1.0,0.75,40.0,33.12,0.580357142857143,0.395778364116095,5.63988095238095,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333
195.0,336.0,750.0,1145.0,20.0,0.0,Hooked,1.0,1.0,0.75,50.0,34.08,0.580357142857143,0.395778364116095,5.63988095238095,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667
195.0,336.0,750.0,1145.0,20.0,0.0,Hooked,1.0,1.0,0.75,60.0,33.04,0.580357142857143,0.395778364116095,5.63988095238095,80.0,80.0,80.0,80.0,80.0
195.0,336.0,750.0,1145.0,30.0,0.0,Hooked,1.0,1.0,0.75,30.0,32.56,0.580357142857143,0.395778364116095,5.63988095238095,40.0,40.0,40.0,40.0,40.0
195.0,336.0,750.0,1145.0,30.0,0.0,Hooked,1.0,1.0,0.75,40.0,34.64,0.580357142857143,0.395778364116095,5.63988095238095,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333
195.0,336.0,750.0,1145.0,30.0,0.0,Hooked,1.0,1.0,0.75,50.0,33.6,0.580357142857143,0.395778364116095,5.63988095238095,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667
195.0,336.0,750.0,1145.0,30.0,0.0,Hooked,1.0,1.0,0.75,60.0,32.0,0.580357142857143,0.395778364116095,5.63988095238095,80.0,80.0,80.0,80.0,80.0
195.0,336.0,750.0,1145.0,40.0,0.0,Hooked,1.0,1.0,0.75,50.0,32.56,0.580357142857143,0.395778364116095,5.63988095238095,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667
195.0,336.0,750.0,1145.0,40.0,0.0,Hooked,1.0,1.0,0.75,60.0,32.24,0.580357142857143,0.395778364116095,5.63988095238095,80.0,80.0,80.0,80.0,80.0
172.0,521.0,652.0,1080.0,10.0,5.21,No fiber,0.0,0.0,0.0,0.0,52.08,0.330134357005758,0.376443418013857,3.32437619961612,0.0,0.0,0.0,0.0,0.0
172.0,521.0,652.0,1080.0,20.0,5.21,No fiber,0.0,0.0,0.0,0.0,56.96,0.330134357005758,0.376443418013857,3.32437619961612,0.0,0.0,0.0,0.0,0.0
172.0,521.0,652.0,1080.0,30.0,5.21,No fiber,0.0,0.0,0.0,0.0,55.12,0.330134357005758,0.376443418013857,3.32437619961612,0.0,0.0,0.0,0.0,0.0
172.0,521.0,652.0,1080.0,40.0,5.21,No fiber,0.0,0.0,0.0,0.0,54.64,0.330134357005758,0.376443418013857,3.32437619961612,0.0,0.0,0.0,0.0,0.0
172.0,521.0,652.0,1080.0,10.0,5.21,Hooked,1.0,1.0,0.75,30.0,61.04,0.330134357005758,0.376443418013857,3.32437619961612,40.0,40.0,40.0,40.0,40.0
172.0,521.0,652.0,1080.0,10.0,5.21,Hooked,1.0,1.0,0.75,40.0,63.36,0.330134357005758,0.376443418013857,3.32437619961612,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333
172.0,521.0,652.0,1080.0,20.0,5.21,Hooked,1.0,1.0,0.75,30.0,62.88,0.330134357005758,0.376443418013857,3.32437619961612,40.0,40.0,40.0,40.0,40.0
172.0,521.0,652.0,1080.0,20.0,5.21,Hooked,1.0,1.0,0.75,40.0,66.32,0.330134357005758,0.376443418013857,3.32437619961612,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333
172.0,521.0,652.0,1080.0,20.0,5.21,Hooked,1.0,1.0,0.75,50.0,64.4,0.330134357005758,0.376443418013857,3.32437619961612,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667
172.0,521.0,652.0,1080.0,20.0,5.21,Hooked,1.0,1.0,0.75,60.0,65.44,0.330134357005758,0.376443418013857,3.32437619961612,80.0,80.0,80.0,80.0,80.0
172.0,521.0,652.0,1080.0,30.0,5.21,Hooked,1.0,1.0,0.75,30.0,67.44,0.330134357005758,0.376443418013857,3.32437619961612,40.0,40.0,40.0,40.0,40.0
172.0,521.0,652.0,1080.0,30.0,5.21,Hooked,1.0,1.0,0.75,40.0,64.16,0.330134357005758,0.376443418013857,3.32437619961612,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333
172.0,521.0,652.0,1080.0,30.0,5.21,Hooked,1.0,1.0,0.75,50.0,65.92,0.330134357005758,0.376443418013857,3.32437619961612,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667
172.0,521.0,652.0,1080.0,30.0,5.21,Hooked,1.0,1.0,0.75,60.0,61.76,0.330134357005758,0.376443418013857,3.32437619961612,80.0,80.0,80.0,80.0,80.0
172.0,521.0,652.0,1080.0,40.0,5.21,Hooked,1.0,1.0,0.75,50.0,65.6,0.330134357005758,0.376443418013857,3.32437619961612,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667
172.0,521.0,652.0,1080.0,40.0,5.21,Hooked,1.0,1.0,0.75,60.0,63.76,0.330134357005758,0.376443418013857,3.32437619961612,80.0,80.0,80.0,80.0,80.0
166.0,286.0,739.0,1259.0,20.0,0.0,No fiber,0.0,0.0,0.0,0.0,28.0,0.58041958041958,0.36986986986987,6.98601398601399,0.0,0.0,0.0,0.0,0.0
166.0,286.0,739.0,1236.0,20.0,0.0,Hooked,1.0,0.5,0.75,30.0,30.3,0.58041958041958,0.374177215189873,6.90559440559441,40.0,40.0,40.0,40.0,20.0
166.0,286.0,739.0,1214.0,20.0,0.0,Hooked,1.0,1.0,0.75,30.0,31.0,0.58041958041958,0.378392217101895,6.82867132867133,40.0,40.0,40.0,40.0,40.0
166.0,286.0,739.0,1192.0,20.0,0.0,Hooked,1.0,1.5,0.75,30.0,31.6,0.58041958041958,0.38270326255826,6.75174825174825,40.0,40.0,40.0,40.0,60.0
166.0,286.0,739.0,1170.0,20.0,0.572,Hooked,1.0,2.0,0.75,30.0,32.9,0.58041958041958,0.387113672079623,6.67482517482518,40.0,40.0,40.0,40.0,80.0
166.0,286.0,739.0,1236.0,20.0,0.0,Hooked,1.0,0.5,0.75,35.0,29.5,0.58041958041958,0.374177215189873,6.90559440559441,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,23.3333333333333
166.0,286.0,739.0,1214.0,20.0,0.0,Hooked,1.0,1.0,0.75,35.0,30.8,0.58041958041958,0.378392217101895,6.82867132867133,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667
166.0,286.0,739.0,1192.0,20.0,0.0,Hooked,1.0,1.5,0.75,35.0,31.8,0.58041958041958,0.38270326255826,6.75174825174825,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,70.0
166.0,286.0,739.0,1170.0,20.0,0.572,Hooked,1.0,2.0,0.75,35.0,32.6,0.58041958041958,0.387113672079623,6.67482517482518,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,93.3333333333333
166.0,286.0,739.0,1236.0,20.0,0.0,Hooked,1.0,0.5,0.75,40.0,28.7,0.58041958041958,0.374177215189873,6.90559440559441,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333,26.6666666666667
166.0,286.0,739.0,1214.0,20.0,0.0,Hooked,1.0,1.0,0.75,40.0,29.7,0.58041958041958,0.378392217101895,6.82867132867133,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333
166.0,286.0,739.0,1192.0,20.0,0.0,Hooked,1.0,1.5,0.75,40.0,31.1,0.58041958041958,0.38270326255826,6.75174825174825,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333,80.0
166.0,286.0,739.0,1170.0,20.0,0.572,Hooked,1.0,2.0,0.75,40.0,31.8,0.58041958041958,0.387113672079623,6.67482517482518,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333,106.666666666667
166.0,286.0,739.0,1236.0,20.0,0.0,Crimped,0.75,0.5,0.75,35.0,29.7,0.58041958041958,0.374177215189873,6.90559440559441,46.6666666666667,35.0,46.6666666666667,35.0,23.3333333333333
166.0,286.0,739.0,1214.0,20.0,0.0,Crimped,0.75,1.0,0.75,35.0,30.3,0.58041958041958,0.378392217101895,6.82867132867133,46.6666666666667,35.0,46.6666666666667,35.0,46.6666666666667
166.0,286.0,739.0,1192.0,20.0,0.0,Crimped,0.75,1.5,0.75,35.0,31.0,0.58041958041958,0.38270326255826,6.75174825174825,46.6666666666667,35.0,46.6666666666667,35.0,70.0
166.0,286.0,739.0,1170.0,20.0,0.572,Crimped,0.75,2.0,0.75,35.0,31.6,0.58041958041958,0.387113672079623,6.67482517482518,46.6666666666667,35.0,46.6666666666667,35.0,93.3333333333333
166.0,286.0,739.0,1236.0,20.0,0.0,Crimped,0.75,0.5,0.75,35.0,29.2,0.58041958041958,0.374177215189873,6.90559440559441,46.6666666666667,35.0,46.6666666666667,35.0,23.3333333333333
166.0,286.0,739.0,1214.0,20.0,0.0,Crimped,0.75,1.0,0.75,35.0,31.7,0.58041958041958,0.378392217101895,6.82867132867133,46.6666666666667,35.0,46.6666666666667,35.0,46.6666666666667
166.0,286.0,739.0,1192.0,20.0,0.0,Crimped,0.75,1.5,0.75,35.0,32.2,0.58041958041958,0.38270326255826,6.75174825174825,46.6666666666667,35.0,46.6666666666667,35.0,70.0
166.0,286.0,739.0,1170.0,20.0,0.572,Crimped,0.75,2.0,0.75,35.0,33.0,0.58041958041958,0.387113672079623,6.67482517482518,46.6666666666667,35.0,46.6666666666667,35.0,93.3333333333333
165.0,367.0,765.0,1146.0,16.0,2.202,No fiber,0.0,0.0,0.0,0.0,28.8761904761905,0.449591280653951,0.400313971742543,5.20708446866485,0.0,0.0,0.0,0.0,0.0
165.0,367.0,735.0,1102.0,16.0,2.202,Crimped,0.75,0.5,0.5,30.0,29.1809523809524,0.449591280653951,0.400108873162765,5.00544959128065,60.0,45.0,60.0,45.0,30.0
165.0,367.0,733.0,1100.0,16.0,2.202,Crimped,0.75,1.0,0.5,30.0,30.0952380952381,0.449591280653951,0.399890889252591,4.99455040871935,60.0,45.0,60.0,45.0,60.0
165.0,367.0,718.0,1066.0,16.0,2.202,Crimped,0.75,1.5,0.5,30.0,31.0095238095238,0.449591280653951,0.402466367713004,4.86103542234332,60.0,45.0,60.0,45.0,90.0
165.0,367.0,702.0,1053.0,16.0,2.202,Crimped,0.75,2.0,0.5,30.0,26.8190476190476,0.449591280653951,0.4,4.78201634877384,60.0,45.0,60.0,45.0,120.0
175.0,440.0,749.0,1079.0,20.0,3.52,No fiber,0.0,0.0,0.0,0.0,42.2857142857143,0.397727272727273,0.409737417943107,4.15454545454545,0.0,0.0,0.0,0.0,0.0
178.0,445.0,804.0,988.0,20.0,3.56,Chopped with butt ends,0.5,1.0,0.6,35.0,44.5714285714286,0.4,0.448660714285714,4.02696629213483,58.3333333333333,29.1666666666667,58.3333333333333,29.1666666666667,58.3333333333333
180.0,450.0,860.0,897.0,20.0,3.6,Chopped with butt ends,0.5,2.0,0.6,35.0,46.1904761904762,0.4,0.489470688673876,3.90444444444444,58.3333333333333,29.1666666666667,58.3333333333333,29.1666666666667,116.666666666667
185.0,460.0,880.0,844.0,20.0,3.68,Chopped with butt ends,0.5,3.0,0.6,35.0,47.7142857142857,0.402173913043478,0.510440835266821,3.74782608695652,58.3333333333333,29.1666666666667,58.3333333333333,29.1666666666667,175.0
195.0,415.0,610.0,1182.0,20.0,0.0,No fiber,0.0,0.0,0.0,0.0,30.88,0.469879518072289,0.340401785714286,4.31807228915663,0.0,0.0,0.0,0.0,0.0
195.0,415.0,610.0,1182.0,20.0,0.0,Hooked,1.0,0.5,0.75,32.0,32.56,0.469879518072289,0.340401785714286,4.31807228915663,42.6666666666667,42.6666666666667,42.6666666666667,42.6666666666667,21.3333333333333
195.0,415.0,610.0,1182.0,20.0,0.0,Hooked,1.0,1.0,0.75,32.0,33.84,0.469879518072289,0.340401785714286,4.31807228915663,42.6666666666667,42.6666666666667,42.6666666666667,42.6666666666667,42.6666666666667
195.0,415.0,610.0,1182.0,20.0,0.0,Hooked,1.0,1.5,0.75,32.0,41.04,0.469879518072289,0.340401785714286,4.31807228915663,42.6666666666667,42.6666666666667,42.6666666666667,42.6666666666667,64.0
195.0,511.0,576.0,1118.0,20.0,0.0,No fiber,0.0,0.0,0.0,0.0,39.2,0.38160469667319,0.340023612750885,3.31506849315068,0.0,0.0,0.0,0.0,0.0
195.0,511.0,576.0,1118.0,20.0,0.0,Hooked,1.0,0.5,0.75,32.0,42.4,0.38160469667319,0.340023612750885,3.31506849315068,42.6666666666667,42.6666666666667,42.6666666666667,42.6666666666667,21.3333333333333
195.0,511.0,576.0,1118.0,20.0,0.0,Hooked,1.0,1.0,0.75,32.0,48.96,0.38160469667319,0.340023612750885,3.31506849315068,42.6666666666667,42.6666666666667,42.6666666666667,42.6666666666667,42.6666666666667
195.0,511.0,576.0,1118.0,20.0,0.0,Hooked,1.0,1.5,0.75,32.0,50.56,0.38160469667319,0.340023612750885,3.31506849315068,42.6666666666667,42.6666666666667,42.6666666666667,42.6666666666667,64.0
200.0,651.0,527.0,1022.0,20.0,0.0,No fiber,0.0,0.0,0.0,0.0,48.56,0.307219662058372,0.340219496449322,2.37941628264209,0.0,0.0,0.0,0.0,0.0
200.0,651.0,527.0,1022.0,20.0,0.0,Hooked,1.0,0.5,0.75,32.0,52.48,0.307219662058372,0.340219496449322,2.37941628264209,42.6666666666667,42.6666666666667,42.6666666666667,42.6666666666667,21.3333333333333
200.0,651.0,527.0,1022.0,20.0,0.0,Hooked,1.0,1.0,0.75,32.0,53.84,0.307219662058372,0.340219496449322,2.37941628264209,42.6666666666667,42.6666666666667,42.6666666666667,42.6666666666667,42.6666666666667
200.0,651.0,527.0,1022.0,20.0,0.0,Hooked,1.0,1.5,0.75,32.0,58.48,0.307219662058372,0.340219496449322,2.37941628264209,42.6666666666667,42.6666666666667,42.6666666666667,42.6666666666667,64.0
157.5,450.0,715.5,1053.0,10.0,0.675,No fiber,0.0,0.0,0.0,0.0,58.7619047619048,0.35,0.404580152671756,3.93,0.0,0.0,0.0,0.0,0.0
157.5,450.0,715.5,1053.0,10.0,0.675,Hooked,1.0,0.5,0.62,40.0,66.0952380952381,0.35,0.404580152671756,3.93,64.5161290322581,64.5161290322581,64.5161290322581,64.5161290322581,32.258064516129
157.5,450.0,715.5,1053.0,10.0,0.675,Hooked,1.0,1.0,0.62,40.0,68.8571428571428,0.35,0.404580152671756,3.93,64.5161290322581,64.5161290322581,64.5161290322581,64.5161290322581,64.5161290322581
157.5,450.0,715.5,1053.0,10.0,0.675,Hooked,1.0,1.5,0.62,40.0,72.2857142857143,0.35,0.404580152671756,3.93,64.5161290322581,64.5161290322581,64.5161290322581,64.5161290322581,96.7741935483871
157.5,450.0,715.5,1053.0,10.0,0.675,Hooked,1.0,0.5,0.62,50.0,70.2857142857143,0.35,0.404580152671756,3.93,80.6451612903226,80.6451612903226,80.6451612903226,80.6451612903226,40.3225806451613
157.5,450.0,715.5,1053.0,10.0,0.675,Hooked,1.0,1.0,0.62,50.0,72.7619047619048,0.35,0.404580152671756,3.93,80.6451612903226,80.6451612903226,80.6451612903226,80.6451612903226,80.6451612903226
157.5,450.0,715.5,1053.0,10.0,0.675,Hooked,1.0,1.5,0.62,50.0,73.6190476190476,0.35,0.404580152671756,3.93,80.6451612903226,80.6451612903226,80.6451612903226,80.6451612903226,120.967741935484
157.5,450.0,715.5,1053.0,10.0,0.675,Hooked,1.0,0.5,0.75,60.0,64.7619047619048,0.35,0.404580152671756,3.93,80.0,80.0,80.0,80.0,40.0
157.5,450.0,715.5,1053.0,10.0,0.675,Hooked,1.0,1.0,0.75,60.0,67.2380952380952,0.35,0.404580152671756,3.93,80.0,80.0,80.0,80.0,80.0
157.5,450.0,715.5,1053.0,10.0,0.675,Hooked,1.0,1.5,0.75,60.0,74.8571428571428,0.35,0.404580152671756,3.93,80.0,80.0,80.0,80.0,120.0
157.5,350.0,798.0,1078.0,10.0,0.42,No fiber,0.0,0.0,0.0,0.0,49.9047619047619,0.45,0.425373134328358,5.36,0.0,0.0,0.0,0.0,0.0
157.5,350.0,798.0,1078.0,10.0,0.42,Hooked,1.0,0.5,0.62,40.0,57.8095238095238,0.45,0.425373134328358,5.36,64.5161290322581,64.5161290322581,64.5161290322581,64.5161290322581,32.258064516129
157.5,350.0,798.0,1078.0,10.0,0.42,Hooked,1.0,1.0,0.62,40.0,61.047619047619,0.45,0.425373134328358,5.36,64.5161290322581,64.5161290322581,64.5161290322581,64.5161290322581,64.5161290322581
157.5,350.0,798.0,1078.0,10.0,0.42,Hooked,1.0,1.5,0.62,40.0,59.3333333333333,0.45,0.425373134328358,5.36,64.5161290322581,64.5161290322581,64.5161290322581,64.5161290322581,96.7741935483871
157.5,350.0,798.0,1078.0,10.0,0.42,Hooked,1.0,0.5,0.62,50.0,53.1428571428571,0.45,0.425373134328358,5.36,80.6451612903226,80.6451612903226,80.6451612903226,80.6451612903226,40.3225806451613
157.5,350.0,798.0,1078.0,10.0,0.42,Hooked,1.0,1.0,0.62,50.0,59.3333333333333,0.45,0.425373134328358,5.36,80.6451612903226,80.6451612903226,80.6451612903226,80.6451612903226,80.6451612903226
157.5,350.0,798.0,1078.0,10.0,0.42,Hooked,1.0,1.5,0.62,50.0,61.1428571428572,0.45,0.425373134328358,5.36,80.6451612903226,80.6451612903226,80.6451612903226,80.6451612903226,120.967741935484
157.5,350.0,798.0,1078.0,10.0,0.42,Hooked,1.0,0.5,0.75,60.0,56.0952380952381,0.45,0.425373134328358,5.36,80.0,80.0,80.0,80.0,40.0
157.5,350.0,798.0,1078.0,10.0,0.42,Hooked,1.0,1.0,0.75,60.0,56.8571428571428,0.45,0.425373134328358,5.36,80.0,80.0,80.0,80.0,80.0
157.5,350.0,798.0,1078.0,10.0,0.42,Hooked,1.0,1.5,0.75,60.0,63.0476190476191,0.45,0.425373134328358,5.36,80.0,80.0,80.0,80.0,120.0
185.0,268.0,725.0,1185.0,31.5,0.0,No fiber,0.0,0.0,0.0,0.0,16.0,0.690298507462687,0.379581151832461,7.12686567164179,0.0,0.0,0.0,0.0,0.0
185.0,268.0,725.0,1185.0,31.5,0.0,Hooked,1.0,0.63,1.0,50.0,18.8,0.690298507462687,0.379581151832461,7.12686567164179,50.0,50.0,50.0,50.0,31.5
185.0,418.0,550.0,1115.0,31.5,0.0,No fiber,0.0,0.0,0.0,0.0,22.56,0.442583732057416,0.33033033033033,3.98325358851674,0.0,0.0,0.0,0.0,0.0
185.0,418.0,550.0,1115.0,31.5,0.0,Hooked,1.0,0.63,1.0,50.0,27.92,0.442583732057416,0.33033033033033,3.98325358851674,50.0,50.0,50.0,50.0,31.5
185.0,524.0,488.0,1056.0,31.5,0.0,No fiber,0.0,0.0,0.0,0.0,31.28,0.353053435114504,0.316062176165803,2.94656488549618,0.0,0.0,0.0,0.0,0.0
185.0,524.0,488.0,1056.0,31.5,0.0,Hooked,1.0,0.63,1.0,50.0,34.4,0.353053435114504,0.316062176165803,2.94656488549618,50.0,50.0,50.0,50.0,31.5
180.0,450.0,652.0,1158.0,20.0,4.5,No fiber,0.0,0.0,0.0,0.0,33.28,0.4,0.360220994475138,4.02222222222222,0.0,0.0,0.0,0.0,0.0
180.0,375.0,641.0,1140.0,20.0,3.75,Hooked,1.0,1.0,0.75,62.0,29.44,0.48,0.359910162829871,4.74933333333333,82.6666666666667,82.6666666666667,82.6666666666667,82.6666666666667,82.6666666666667
172.0,358.0,749.0,1171.0,20.0,0.0,Mill-cut,0.5,1.0,0.94,32.3,33.68,0.480446927374302,0.390104166666667,5.36312849162011,34.3617021276596,17.1808510638298,34.3617021276596,17.1808510638298,34.3617021276596
172.0,358.0,749.0,1171.0,20.0,0.0,No fiber,0.0,0.0,0.0,0.0,33.856,0.480446927374302,0.390104166666667,5.36312849162011,0.0,0.0,0.0,0.0,0.0
180.0,375.0,796.0,1099.0,20.0,0.0,Mill-cut,0.5,1.0,0.94,32.3,39.096,0.48,0.420052770448549,5.05333333333333,34.3617021276596,17.1808510638298,34.3617021276596,17.1808510638298,34.3617021276596
180.0,375.0,796.0,1099.0,20.0,0.0,Mill-cut,0.5,1.0,0.94,32.3,36.352,0.48,0.420052770448549,5.05333333333333,34.3617021276596,17.1808510638298,34.3617021276596,17.1808510638298,34.3617021276596
180.0,375.0,796.0,1099.0,20.0,0.0,Mill-cut,0.5,1.0,0.94,32.3,36.296,0.48,0.420052770448549,5.05333333333333,34.3617021276596,17.1808510638298,34.3617021276596,17.1808510638298,34.3617021276596
188.0,392.0,842.0,1029.0,20.0,0.0,Mill-cut,0.5,1.5,0.94,32.3,42.048,0.479591836734694,0.450026723677178,4.77295918367347,34.3617021276596,17.1808510638298,34.3617021276596,17.1808510638298,51.5425531914894
188.0,392.0,842.0,1029.0,20.0,0.0,No fiber,0.0,0.0,0.0,0.0,39.832,0.479591836734694,0.450026723677178,4.77295918367347,0.0,0.0,0.0,0.0,0.0
196.0,408.0,886.0,960.0,20.0,0.0,Mill-cut,0.5,2.0,0.94,32.3,41.688,0.480392156862745,0.479956663055255,4.52450980392157,34.3617021276596,17.1808510638298,34.3617021276596,17.1808510638298,68.7234042553192
196.0,408.0,886.0,960.0,20.0,0.0,No fiber,0.0,0.0,0.0,0.0,38.632,0.480392156862745,0.479956663055255,4.52450980392157,0.0,0.0,0.0,0.0,0.0
190.0,475.0,632.3,1125.5,20.0,0.0,No fiber,0.0,0.0,0.0,0.0,39.68,0.4,0.35971100238935,3.70063157894737,0.0,0.0,0.0,0.0,0.0
